name,sale,lot,position,dealer,year,origin_author,origin_cat,school_pntg,diff_origin,logprice,price,count,subject,authorstandard,artistliving,authorstyle,author,winningbidder,winningbiddertype,endbuyer,Interm,type_intermed,Height_in,Width_in,Surface_Rect,Diam_in,Surface_Rnd,Shape,Surface,material,mat,materialCat,quantity,nfigures,engraved,original,prevcoll,othartist,paired,figures,finished,lrgfont,relig,landsALL,lands_sc,lands_elem,lands_figs,lands_ment,arch,mytho,peasant,othgenre,singlefig,portrait,still_life,discauth,history,allegory,pastorale,other
P1780-113,P1780,113,0.843283582,P,1780,D/FL,O,D/FL,1,3.401197382,30,1,Paysage,Dutch,0,n/a,Matre Hollandois,"Silvestre, Jacques-Augustin de; Hamon",D,D,0,,18,23,414,,,squ_rect,414,-,,,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1780-116,P1780,116,0.865671642,P,1780,D/FL,O,D/FL,1,4.682131227,108,1,Sainte Famille,"Beschey, Balthazar",0,n/a,Biscaye,"Paillet, Alexandre-Joseph",E,E,0,,18,13,234,,,squ_rect,234,bois,b,wood,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1780-117,P1780,117,0.873134328,P,1780,D/FL,O,D/FL,1,3.17805383,24,1,Paysage,"Berchem, Nicolaes Pieterszoon",0,n/a,Berghem,Unknown,,,,,24,30,720,,,squ_rect,720,-,,,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P1780-118,P1780,118,0.880597015,P,1780,D/FL,O,D/FL,1,3.401197382,30,1,Paysage,"Berchem, Nicolaes Pieterszoon",0,n/a,Berghem,Unknown,,,,,24,30,720,,,squ_rect,720,-,,,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P1780-119,P1780,119,0.888059701,P,1780,F,O,F,1,4.304065093,74,1,Paysage & des Baigneuses,"Hu, Jean-Franois",1,n/a,Franois Hu,Paul,U,U,0,,17,21,357,,,squ_rect,357,-,,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P1780-120,P1780,120,0.895522388,P,1780,X,O,D/FL,1,3.36729583,29,1,Paysage,"in the genre of Keirinckx, Alexander",0,in the genre of,genre de Kuerings,Cornoizires,D,D,0,,9,12,108,,,squ_rect,108,-,,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P1780-121,P1780,121,0.902985075,P,1780,X,O,F,1,4.605170186,100,1,Vue du Port Saint Paul,"after Machy, Pierre-Antoine de",1,after,d'aprs M. de Machy,Haz,D,D,0,,,,,,,squ_rect,,-,,,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1780-124,P1780,124,0.925373134,P,1780,I,O,I,1,3.401197382,30,1,Jsus Christ au tombeau,"Bassano (Jacopo da Ponte), Jacopo",0,n/a,Jacques Bassan,"Devouge, Mathieu-Franois-Louis",D,D,0,,,,,,,squ_rect,,tableau,ta,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1780-125,P1780,125,0.932835821,P,1780,F,O,F,1,4.276666119,72,1,La Conversion de Saint Paul,"Bourdon, Sbastien",0,n/a,Sb. Bourdon,"Theaulon, Etienne",C,C,0,,12,15,180,,,squ_rect,180,tableau,ta,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P1780-126,P1780,126,0.940298507,P,1780,F,O,F,1,5.043425117,155,1,Une bauche avance,"Boucher (F), Franois",0,n/a,Fr. Boucher,"Lenoir Dubreuil, Charles-Joseph",C,C,0,,26,21,546,,,squ_rect,546,tableau,ta,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
P1780-127a,P1780,127,0.947761194,P,1780,F,O,F,1,3.871201011,48,1,(2) Venus tenant la pomme; l'Amour tenant des flches,"Fragonard (JH), Jean-Honor",1,n/a,H. Fragonard,"Le Pelletier de Morfontaine, Louis",C,C,0,,21,17,357,,,squ_rect,357,tableau,ta,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
P1780-127b,P1780,127,0.947761194,P,1780,F,O,F,1,3.871201011,48,1,(2) Venus tenant la pomme; l'Amour tenant des flches,"Fragonard (JH), Jean-Honor",1,n/a,H. Fragonard,"Le Pelletier de Morfontaine, Louis",C,C,0,,21,17,357,,,squ_rect,357,tableau,ta,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
P1780-128,P1780,128,0.955223881,P,1780,F,O,F,1,5.857933154,350,1,Paysage avec Bergere,"Loutherbourg, Philippe Jacques de",1,n/a,Loutherbourg,"Duclos le Jeune, Guillaume",D,D,0,,15,22,330,,,squ_rect,330,-,,,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
P1780-129,P1780,129,0.962686567,P,1780,D/FL,O,D/FL,1,3.583518938,36,1,Sujet de Fable,"Wit, Jacob de",0,n/a,de Witt,"Dulac, Antoine-Charles",D,D,0,,19,15,285,,,squ_rect,285,-,,,1,10,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P1780-130,P1780,130,0.970149254,P,1780,D/FL,O,D/FL,1,3.17805383,24,1,Sujet de Fable,"Wit, Jacob de",0,n/a,de Witt,"Paillet, Alexandre-Joseph",E,E,0,,8,11,88,,,squ_rect,88,-,,,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P1780-131,P1780,131,0.97761194,P,1780,D/FL,O,D/FL,1,4.276666119,72,1,Paysage avec figures,"Bout, Pieter; Boudewijns, Adriaen Frans",0,n/a,Baut et Baudvins,Maltais,U,U,0,,13,17,221,,,squ_rect,221,-,,,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
P1780-132,P1780,132,0.985074627,P,1780,D/FL,O,D/FL,1,3.583518938,36,1,Paysage avec une htellerie,"Keirinckx, Alexander",0,n/a,Kierings et Fr. De Vanhelmont,"Basan, Pierre-Franois",D,D,0,,37,66,2442,,,squ_rect,2442,-,,,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
P1780-133,P1780,133,0.992537313,P,1780,D/FL,O,D/FL,1,4.276666119,72,1,Groupe de quatre moutons,Does Family,0,n/a,Vanderdoes,"Devouge, Mathieu-Franois-Louis",D,D,0,,12,9,108,,,squ_rect,108,toile,t,canvas,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P1780-134,P1780,134,1,P,1780,D/FL,O,D/FL,1,5.017279837,151,1,Tableau avec figures,"Francken I (F), Frans",0,n/a,Fr. Franck,Geoffroy,U,U,0,,16,20,320,,,squ_rect,320,cuivre,c,copper,1,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P1780-16bis,P1780,16bis,0.119402985,P,1780,F,O,F,1,5.521460918,250,1,Femme sortant du bain accompagne d'un Amour,"Lagrene the Elder, Louis-Jean-Franois",1,n/a,Louis Lagrne,"Lenoir Dubreuil, Charles-Joseph",C,C,0,,15,12,180,,,squ_rect,180,tableau,ta,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R1764-1,R1764,1,0.001992032,R,1764,I,I,I,0,1.791759469,6,1,Le Buste d'un homme,"Vecellio, Tiziano",0,n/a,Tiziano Vecelli,"Rmy, Pierre",E,E,0,,20,17,340,,,squ_rect,340,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R1764-2,R1764,2,0.003984064,R,1764,I,I,I,0,1.098612289,3,1,Notre-Seigneur reprsent  mi-corps,"Solario, Andrea",0,n/a,Andr Solario,Unknown,,,,,11,8,88,,,squ_rect,88,bois,b,wood,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R1764-3,R1764,3,0.005976096,R,1764,I,I,I,0,1.098612289,3,1,N.S. tenant un triangle,"Solario, Andrea",0,n/a,Andr Solario,"Rmy, Pierre",E,E,0,,34.5,21,724.5,,,squ_rect,724.5,bois,b,wood,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R1764-4,R1764,4,0.007968127,R,1764,I,I,I,0,1.791759469,6,1,Un Concert compos de quatre figures  mi-corps,"Bordone, Paris",0,n/a,Paris Bourdon,"La Rochefoucault, duc de",C,C,0,,34,42,1428,,,squ_rect,1428,toile,t,canvas,1,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R1764-5,R1764,5,0.009960159,R,1764,I,I,I,0,1.098612289,3,1,Mars caressant Venus,"Abate, Nicol dell'",0,n/a,Nicolo,"Rmy, Pierre",E,E,0,,45,44,1980,,,squ_rect,1980,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R1764-6,R1764,6,0.011952191,R,1764,I,I,I,0,1.386294361,4,1,David jouant de la Harpe,"Abate, Nicol dell'",0,n/a,Nicolo,Unknown,,,,,60,40,2400,,,squ_rect,2400,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R1764-7,R1764,7,0.013944223,R,1764,I,I,I,0,2.708050201,15,1,Un Pasage,"Bandinelli, Baccio",0,n/a,Baccio Badinelli,"Coss, duc de",C,C,0,,15,12,180,,,squ_rect,180,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
R1764-8,R1764,8,0.015936255,R,1764,I,I,I,0,2.772588722,16,1,"La Naissance de Notre-Seigneur,","Bassano (Jacopo da Ponte), Jacopo",0,n/a,Jacques da Ponte,"Rmy, Pierre",E,E,0,,22.5,30,675,,,squ_rect,675,toile colle sur bois,t,canvas,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-9,R1764,9,0.017928287,R,1764,I,I,I,0,3.36729583,29,1,"Suzanne dans le bain, effraye de voir deux vieillards qui approchent d'elle","Bassano (Jacopo da Ponte), Jacopo",0,n/a,Jacques da Ponte,Unknown,,,,,32,47,1504,,,squ_rect,1504,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-10,R1764,10,0.019920319,R,1764,I,I,I,0,3.688879454,40,1,"Un Ane, qu'un homme charge de boi","attributed to Bassano (Jacopo da Ponte), Jacopo",0,attributed to,attribu  Jacques Bassan,Satory,U,U,0,,24,21.5,516,,,squ_rect,516,bois,b,wood,1,4,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-11,R1764,11,0.021912351,R,1764,I,I,I,0,1.098612289,3,1,"Diogene proche de son tonneau; il est assis, le corps panch, & sa main gauche pose sur un livre","Negretti (Palma Giovane), Jacopo",0,n/a,Jacques Palme le Jeune,"Rmy, Pierre",E,E,0,,24,18,432,,,squ_rect,432,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R1764-12,R1764,12,0.023904382,R,1764,S,I,I,1,1.791759469,6,1,"Un Vieillard presque  mi-corps , & de grandeur naturelle; il tient une bourse en main","Ribera (Lo Spagnoletto), Jusepe de",0,n/a,Joseph Ribera,"Pasquier, Louis-Franois",C,C,0,,27,19,513,,,squ_rect,513,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R1764-13,R1764,13,0.025896414,R,1764,I,I,I,0,5.774551546,322,1,"Notre Seigneur succombant sous le poids de la Croix, deux hommes la soulevent; Ste Vronique  genoux, tient le mouchoir sur lequel est empreinte la Face du Sauveur: on voit  droite un homme  cheval, & la tte d'un autre qui est derriere lui avec un drapeau.","Sacchi, Andrea",0,n/a,"Andr Oche, ou Andr Sacchi","Pasquier, Louis-Franois",C,C,0,,16.5,12,198,,,squ_rect,198,toile,t,canvas,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-14,R1764,14,0.027888446,R,1764,I,I,I,0,2.564949357,13,1,La reprsentation de l'Arc de Constantin; tableau enrichi de figures,"Cerquozzi, Michelangelo",0,n/a,Michel-Ange Cerquozzi,Unknown,,,,,26,35,910,,,squ_rect,910,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
R1764-15,R1764,15,0.029880478,R,1764,I,I,I,0,4.382026635,80,1,"Un Paysage richement compos, dans lequel est reprsente la fuite en Egypte. La Vierge met l'Enfant sur l'ne, St Joseph marche devant, deux hommes, sont dans un bateau; on y voit neuf figures sur diffrens plans.","Grimaldi, Giovanni Francesco",0,n/a,Jean-Franois Grimaldi,"Rmy, Pierre",E,E,0,,18.25,24.25,442.5625,,,squ_rect,442.5625,toile,t,canvas,1,9,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-16,R1764,16,0.03187251,R,1764,I,I,I,0,5.484796933,241,1,"Un troupeau de Moutons qui sort d'entre des rochers, un Cheval charg de divers ustensiles de mnages, un Boeuf; de plus, neuf figures, dont un Enfant dans les bras d'une femme, vue par le dos, monte sur un Cheval blanc, qui est dans l'angle droit..","Castiglione (Il Grechetto), Giovanni Benedetto",0,n/a,Gio Benedetto Castiglione,"Rmy, Pierre",E,E,0,,42,60,2520,,,squ_rect,2520,toile,t,canvas,1,9,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
R1764-17,R1764,17,0.033864542,R,1764,I,I,I,0,3.912023005,50,1,Un Ange parlant  Abraham au moment qu'il est prs de sacrifier son fils Isaac attach sur le bucher,"Castiglione (Il Grechetto), Giovanni Benedetto",0,n/a,Gio Benedetto Castiglione,"Rmond, Georges-Alexis-Bertrand",C,C,0,,15.5,11.5,178.25,,,squ_rect,178.25,,,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-18a,R1764,18,0.035856574,R,1764,I,I,I,0,4.700480366,110,1,(2) des Batailles,"Castiglione (Il Grechetto), Giovanni Benedetto",0,n/a,Gio Benedetto Castiglione,"Colins, Franois-Louis",D,D,0,,,,,23,6644.24,round,6644.24,toile,t,canvas,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-18b,R1764,18,0.035856574,R,1764,I,I,I,0,4.700480366,110,1,(2) des Batailles,"Castiglione (Il Grechetto), Giovanni Benedetto",0,n/a,Gio Benedetto Castiglione,"Colins, Franois-Louis",D,D,0,,,,,23,6644.24,round,6644.24,toile,t,canvas,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-19a,R1764,19,0.037848606,R,1764,I,I,I,0,3.238678452,25.5,1,"(2) Europe assise sur Jupiter transform en Taureau au milieu de la mer, & Venus avec l'Amour dans un char tir par des Dauphins.","Romanelli, Giovanni Francesco",0,n/a,Jean-Franois Romanelli,Unknown,,,,,6,9.5,57,,0,squ_rect,57,cuivre,c,copper,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R1764-19b,R1764,19,0.037848606,R,1764,I,I,I,0,3.238678452,25.5,1,"(2) Europe assise sur Jupiter transform en Taureau au milieu de la mer, & Venus avec l'Amour dans un char tir par des Dauphins.","Romanelli, Giovanni Francesco",0,n/a,Jean-Franois Romanelli,Unknown,,,,,6,9.5,57,,0,squ_rect,57,cuivre,c,copper,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R1764-20a,R1764,20,0.039840637,R,1764,I,I,I,0,6.109247583,450,1,"(2) l'un reprsente une Pastorale, compose de deux figures de belle proportion; l'autre, Narcis qui se regarde dans l'eau","Mola (PF), Pier Francesco",0,n/a,Pierre Franois Molla,"Colins, Franois-Louis",D,D,0,,45,33,1485,,0,squ_rect,1485,toile,t,canvas,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R1764-20b,R1764,20,0.039840637,R,1764,I,I,I,0,6.109247583,450,1,"(2) l'un reprsente une Pastorale, compose de deux figures de belle proportion; l'autre, Narcis qui se regarde dans l'eau","Mola (PF), Pier Francesco",0,n/a,Pierre Franois Molla,"Colins, Franois-Louis",D,D,0,,45,33,1485,,0,squ_rect,1485,toile,t,canvas,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R1764-21,R1764,21,0.041832669,R,1764,I,I,I,0,4.094344562,60,1,L'Enlevement d'Europe,"Mola (PF), Pier Francesco",0,n/a,Pierre Franois Molla,"Langeac, marquisse de",C,C,0,,27,35,945,,0,squ_rect,945,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R1764-22,R1764,22,0.043824701,R,1764,I,I,I,0,5.707110265,301,1,"La Ste Vierge, vue de face &  mi-corp","Maratti, Carlo",0,n/a,Charles Maratti,"Rmy, Pierre",E,E,0,,8,6,48,,0,squ_rect,48,toile,t,canvas,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R1764-23a,R1764,23,0.045816733,R,1764,I,I,I,0,2.525728644,12.5,1,(2) L'Adoration des Mages & celle des Bergers,"Castello (V), Valerio",0,n/a,Valerio Castelli,"d'Arcy, Chevalier Patrick",C,C,0,,10,7.5,75,,0,squ_rect,75,bois,b,wood,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-23b,R1764,23,0.045816733,R,1764,I,I,I,0,2.525728644,12.5,1,(2) L'Adoration des Mages & celle des Bergers,"Castello (V), Valerio",0,n/a,Valerio Castelli,"d'Arcy, Chevalier Patrick",C,C,0,,10,7.5,75,,0,squ_rect,75,bois,b,wood,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-26,R1764,26,0.051792829,R,1764,I,I,I,0,6.109247583,450,1,"Une femme  mi-corps, coeffe en cheveux & couronne de laurier, le bras droit est nud; elle tourne le feuillet d'un livre","Carriera, Rosalba",0,n/a,Rosalba Cariera,"Rmy, Pierre",E,E,0,,24,19,456,,0,squ_rect,456,pastel,p,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R1764-27,R1764,27,0.053784861,R,1764,I,I,I,0,4.804021045,122,1,"Une figure ale couronne de lauriers, tenant une plume & un livre","Conca (S), Sebastiano",0,n/a,Sbastien Conca,"Rmy, Pierre",E,E,0,,8,6,48,,0,squ_rect,48,toile,t,canvas,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
R1764-28,R1764,28,0.055776892,R,1764,D/FL,I,I,1,4.65396035,105,1,"La vue d'un passage pratique dans des rochers, avec figures","Wittel, Gaspar van",0,n/a,Gaspar van Vytel,"Mnageot, Augustin",D,D,0,,11.5,15,172.5,,0,squ_rect,172.5,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-29,R1764,29,0.057768924,R,1764,I,I,I,0,5.017279837,151,1,"Un Paysage enrichi de fabriques; on y voit sur le devant trois figures trs agrables, d'une dessein Svelte, dont deux femmes; l'une est debout, tenant une cruche sur la tte; l'autre s'essuie les jambes qu'elle vient de laver dans un ruisseau, auprs duquel elle est assise.","Zuccarelli (F), Francesco",1,n/a,Franois Zuccarelli,Horion,D,D,0,,20,16,320,,0,squ_rect,320,toile,t,canvas,1,3,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-30,R1764,30,0.059760956,R,1764,I,I,I,0,5.176149733,177,1,Une fte  l'honneur de Bacchus,"Diziani, Gaspare",1,n/a,Gasp. Tiziani,"La Rochefoucault, duc de",C,C,0,,19.5,27.5,536.25,,0,squ_rect,536.25,toile,t,canvas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R1764-31a,R1764,31,0.061752988,R,1764,I,I,I,0,5.043425117,155,1,"(2) l'un reprsente Jacob sur la montagne de Galaad, & l'autre l'arrive de Jacob en Egypte.","Tiepolo, Giovanni Battista",1,n/a,Jean-Baptiste Tiepolo,"Coss, duc de",C,C,0,,69,75,5175,,0,squ_rect,5175,toile,t,canvas,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-31b,R1764,31,0.061752988,R,1764,I,I,I,0,5.043425117,155,1,"(2) l'un reprsente Jacob sur la montagne de Galaad, & l'autre l'arrive de Jacob en Egypte.","Tiepolo, Giovanni Battista",1,n/a,Jean-Baptiste Tiepolo,"Coss, duc de",C,C,0,,69,75,5175,,0,squ_rect,5175,toile,t,canvas,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-32,R1764,32,0.06374502,R,1764,D/FL,D/FL,D/FL,0,3.091042453,22,1,"Un sujet pieux, compos de dix figures","Leyden, Lucas van",0,n/a,Lucas de Leyde,Unknown,,,,,5,5.5,27.5,,0,squ_rect,27.5,bois,b,wood,1,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-32bis,R1764,32bis,0.06374502,R,1764,D/FL,D/FL,D/FL,0,3.044522438,21,1,"La Vue d'un grand Village, d'une Campagne & d'une rivire glace o sont des Patineurs","Brueghel I (P), Pieter",0,n/a,Pierre Breugel,Unknown,,,,,13,20,260,,0,squ_rect,260,bois,b,wood,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-33a,R1764,33,0.065737052,R,1764,D/FL,D/FL,D/FL,0,3.17805383,24,1,"Une Fontaine, des Fabriques & du Paysages avec Figures","Molenaer (Co), Cornelis",0,n/a,Cornille Molenaer,"d'Arcy, Chevalier Patrick",C,C,0,,10.5,15.5,162.75,,0,squ_rect,162.75,bois,b,wood,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-33b,R1764,33,0.065737052,R,1764,D/FL,D/FL,D/FL,0,3.17805383,24,1,Une Vue de Riviere & de vieux Batimens,Flemish,0,n/a,un Matre Flamand,"d'Arcy, Chevalier Patrick",C,C,0,,10.5,15.5,162.75,,0,squ_rect,162.75,bois,b,wood,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-34,R1764,34,0.067729084,R,1764,D/FL,D/FL,D/FL,0,2.302585093,10,1,"Un Paysage dans lequel on voit entr'autres figures, le Jeune Tobie tenant un Poisson  ct de l'Ange son conducteu","Momper II, Josse de",0,n/a,Judocus de Momper,"Rmy, Pierre",E,E,0,,16.5,25.5,420.75,,0,squ_rect,420.75,bois,b,wood,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-35a,R1764,35,0.069721116,R,1764,D/FL,D/FL,D/FL,0,2.197224577,9,1,"(2) Deux Vues de Mer & de Rochers, avec figures","Momper II, Josse de",0,n/a,Judocus de Momper,Unknown,,,,,27.5,45.5,1251.25,,0,squ_rect,1251.25,toile,t,canvas,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-35b,R1764,35,0.069721116,R,1764,D/FL,D/FL,D/FL,0,2.197224577,9,1,"(2) Deux Vues de Mer & de Rochers, avec figures","Momper II, Josse de",0,n/a,Judocus de Momper,Unknown,,,,,27.5,45.5,1251.25,,0,squ_rect,1251.25,toile,t,canvas,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-36,R1764,36,0.071713147,R,1764,D/FL,D/FL,D/FL,0,5.703782475,300,1,"Une Dame  demi-corps qui a les mains l'une sur l'autre, elle est coeffe en cheveux, son vtement est une robe noi","Rubens, Peter Paul",0,n/a,Pierre Paul Rubens,"Rmy, Pierre",E,E,0,,36,25,900,,0,squ_rect,900,bois,b,wood,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R1764-37,R1764,37,0.073705179,R,1764,D/FL,D/FL,D/FL,0,5.991464547,400,1,"De l'Eau qui serpente entre des Rochers, & qui tombant  la droite du tableau, forme un Ruisseau d'o viennent se baigner quatre Femmes, dont l'une a sept pouces de proportion, sur un plan lev on voit trois Hommes, & sur le haut d'un des Rochers, plusieurs Fabriques: des Arbres enrichissent ce tableau qui est un des plus grands de ce Matr","Poelenberch, Cornelis van",0,n/a,Corneille Poelenburg,"La Rochefoucault, duc de",C,C,0,,36,45,1620,,0,squ_rect,1620,toile,t,canvas,1,7,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R1764-38,R1764,38,0.075697211,R,1764,D/FL,D/FL,D/FL,0,3.401197382,30,1,"S. Jrome lisant, vu presque  mi-corps, de grandeur naturelle","Jordaens (J) the Elder, Jacob",0,n/a,Jacques Jordaens,"Langeac, marquisse de",C,C,0,,23.5,17.5,411.25,,0,squ_rect,411.25,bois,b,wood,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R1764-39,R1764,39,0.077689243,R,1764,D/FL,D/FL,D/FL,0,2.302585093,10,1,Une Femme tenant un flambeau; elle a un enfant sur les genoux & deux  ses cts.,"Jordaens (J) the Elder, Jacob",0,n/a,Jacques Jordaens,Vaurio,U,U,0,,13.5,10.25,138.375,,0,squ_rect,138.375,bois,b,wood,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R1764-40a,R1764,40,0.079681275,R,1764,D/FL,D/FL,D/FL,0,2.525728644,12.5,1,"(2) l'un reprsente un Concert, l'autre un Chat  qui l'on fait manger de la bouillie","Jordaens (J) the Elder, Jacob",0,n/a,Jacques Jordaens,Unknown,,,,,36,44,1584,,0,squ_rect,1584,toile,t,canvas,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
